artist,title,Artist,n,"str_replace_all(artist, ""[[:punct:]]"", "" "")",URI,spotifyID,tempo
MGMT,Electric%2520Feel,MGMT,240,MGMT,https://api.spotify.com/v1/audio-features/2eGHyarZyRvUgFI4d3G8GN,2eGHyarZyRvUgFI4d3G8GN,107.273
Nada%2520Surf,Waiting%2520For%2520Something,Nada Surf,240,Nada Surf,https://api.spotify.com/v1/audio-features/4AU7z13HYmPMetlWbq1mys,4AU7z13HYmPMetlWbq1mys,105.987
Pretty%2520Lights,Around%2520The%2520Block%2520feat%2520%2520Talib%2520Kweli,Pretty Lights,240,Pretty Lights,https://api.spotify.com/v1/audio-features/45jVX2Y4o10n6AB4LW2H6t,45jVX2Y4o10n6AB4LW2H6t,85.452
Silversun%2520Pickups,Panic%2520Switch,Silversun Pickups,240,Silversun Pickups,https://api.spotify.com/v1/audio-features/597i9UhHbW8hHgBUp8Tm54,597i9UhHbW8hHgBUp8Tm54,198.556
Tweedy,Summer%2520Noon,Tweedy,240,Tweedy,https://api.spotify.com/v1/audio-features/7wY92RilZka5FCdSvoyOtC,7wY92RilZka5FCdSvoyOtC,103.496
Yuck,Get%2520Away,Yuck,240,Yuck,https://api.spotify.com/v1/audio-features/0D5CXSUx8GOCHSY8KWgi9h,0D5CXSUx8GOCHSY8KWgi9h,156.151
Brandi%2520Carlile,Hold%2520Out%2520Your%2520Hand,Brandi Carlile,239,Brandi Carlile,https://api.spotify.com/v1/audio-features/0EKBV6GybPtALXUgWqWrym,0EKBV6GybPtALXUgWqWrym,93.621
Chance%2520The%2520Rapper,Angels,Chance The Rapper,239,Chance The Rapper,https://api.spotify.com/v1/audio-features/5TmgLf3eXrAAfNIk5bURJL,5TmgLf3eXrAAfNIk5bURJL,78.01
Free%2520Energy,Bang%2520Pop,Free Energy,239,Free Energy,https://api.spotify.com/v1/audio-features/7mb6bXx6FpyZxd37Ldz37q,7mb6bXx6FpyZxd37Ldz37q,92.278
Gang%2520Of%2520Youths,The%2520Heart%2520Is%2520A%2520Muscle,Gang Of Youths,239,Gang Of Youths,https://api.spotify.com/v1/audio-features/2jtoc6Pwym5dWlbaGx8fzR,2jtoc6Pwym5dWlbaGx8fzR,106.543
Hockey,Song%2520Away,Hockey,239,Hockey,https://api.spotify.com/v1/audio-features/2g8q4vNuoVpLJGK17kVcoR,2g8q4vNuoVpLJGK17kVcoR,97.771
Natalie%2520Prass,Bird%2520Of%2520Prey,Natalie Prass,239,Natalie Prass,https://api.spotify.com/v1/audio-features/7Ah7rHGII9itR3nXuKo1ay,7Ah7rHGII9itR3nXuKo1ay,170.554
Phosphorescent,Ride%2520On%2520Right%2520On,Phosphorescent,239,Phosphorescent,https://api.spotify.com/v1/audio-features/7Ep6MLL8ATx0fFczswsvR5,7Ep6MLL8ATx0fFczswsvR5,95.069
Smith%2520Westerns,Weekend,Smith Westerns,239,Smith Westerns,https://api.spotify.com/v1/audio-features/7DQDpDeLVS3L9kgb6ejU3z,7DQDpDeLVS3L9kgb6ejU3z,153.916
Stephen%2520Malkmus%2520And%2520The%2520Jicks,Lariat,Stephen Malkmus And The Jicks,239,Stephen Malkmus And The Jicks,https://api.spotify.com/v1/audio-features/68WH3359JUGT2YNuy6G7qd,68WH3359JUGT2YNuy6G7qd,170.445
The%2520Rural%2520Alberta%2520Advantage,Drain%2520The%2520Blood,The Rural Alberta Advantage,239,The Rural Alberta Advantage,https://api.spotify.com/v1/audio-features/1dOou4rIA2egQz68NLZZ4p,1dOou4rIA2egQz68NLZZ4p,147.05
Fanfarlo,Harold%2520T%2520%2520Wilkins,Fanfarlo,238,Fanfarlo,https://api.spotify.com/v1/audio-features/3fBbB1mW3ULuhmQXijyuaR,3fBbB1mW3ULuhmQXijyuaR,133.035
JD+McPherson,North+Side+Gal,JD McPherson,476,NA,https://api.spotify.com/v1/audio-features/5WLS5Fz6pW8AUwio6BGJJ2,5WLS5Fz6pW8AUwio6BGJJ2,85.02
The+Decemberists,Down+By+The+Water,The Decemberists,471,NA,https://api.spotify.com/v1/audio-features/7IxWqdG1zG0gaAFYq2q0Iy,7IxWqdG1zG0gaAFYq2q0Iy,123.493
Matt+And+Kim,Cameras,Matt And Kim,458,NA,https://api.spotify.com/v1/audio-features/57i3M29DWoo7RDk0Tf0LZG,57i3M29DWoo7RDk0Tf0LZG,103.303
Band+Of+Horses,Laredo,Band Of Horses,454,NA,https://api.spotify.com/v1/audio-features/61beXNR1qPPxjyM8x3pdRk,61beXNR1qPPxjyM8x3pdRk,123.356
The+Temper+Trap,Sweet+Disposition,The Temper Trap,433,NA,https://api.spotify.com/v1/audio-features/5RoIXwyTCdyUjpMMkk4uPd,5RoIXwyTCdyUjpMMkk4uPd,129.139
Phantogram,When+I+m+Small,Phantogram,420,NA,https://api.spotify.com/v1/audio-features/1eRZ7SYPW54ghVSVOljr5l,1eRZ7SYPW54ghVSVOljr5l,91.999
Joseph,White+Flag,Joseph,406,NA,https://api.spotify.com/v1/audio-features/3adnLFXKO5rC1lhUNSeg3N,3adnLFXKO5rC1lhUNSeg3N,170.111
The+War+On+Drugs,Under+The+Pressure,The War On Drugs,400,NA,https://api.spotify.com/v1/audio-features/5j58jhAFzAy0keSuQYsQBn,5j58jhAFzAy0keSuQYsQBn,134.385
OK+Go,This+Too+Shall+Pass,OK Go,398,NA,https://api.spotify.com/v1/audio-features/3l9eeEd5NABrvYRzXIVqwK,3l9eeEd5NABrvYRzXIVqwK,160.032
First+Aid+Kit,Emmylou,First Aid Kit,395,NA,https://api.spotify.com/v1/audio-features/2bU3gg0M8GGBs7ItBKsJX9,2bU3gg0M8GGBs7ItBKsJX9,88.269
Yeah+Yeah+Yeahs,Sacrilege,Yeah Yeah Yeahs,393,NA,https://api.spotify.com/v1/audio-features/0hDQV9X1Da5JrwhK8gu86p,0hDQV9X1Da5JrwhK8gu86p,119.783
Matt+And+Kim,Let+s+Go,Matt And Kim,390,NA,https://api.spotify.com/v1/audio-features/2PlP2rRrgSz8lC7MpH3e4e,2PlP2rRrgSz8lC7MpH3e4e,112.014
Bon+Iver,Calgary,Bon Iver,387,NA,https://api.spotify.com/v1/audio-features/5Eabf2aN4DqRLvFl4QceQE,5Eabf2aN4DqRLvFl4QceQE,120.081
The+Arcs,Outta+My+Mind,The Arcs,381,NA,https://api.spotify.com/v1/audio-features/4cgDk0IjwdG8w1ArIaqdpq,4cgDk0IjwdG8w1ArIaqdpq,131.042
The+Rural+Alberta+Advantage,Don+t+Haunt+This+Place,The Rural Alberta Advantage,378,NA,https://api.spotify.com/v1/audio-features/4nVfmii8T3OKMm8zRBPCiO,4nVfmii8T3OKMm8zRBPCiO,168.067
Chastity+Brown,After+You,Chastity Brown,373,NA,https://api.spotify.com/v1/audio-features/1LlLkHJ0t8osHqRklweuUG,1LlLkHJ0t8osHqRklweuUG,110.021
TV+On+The+Radio,Will+Do,TV On The Radio,373,NA,https://api.spotify.com/v1/audio-features/5iHK8VI9XkJJdXQHCBXeM4,5iHK8VI9XkJJdXQHCBXeM4,79.979
Low,No+Comprende,Low,366,NA,https://api.spotify.com/v1/audio-features/05EeK9UdzNsygnt13Yclhk,05EeK9UdzNsygnt13Yclhk,97.935
Cloud+Cult,You+ll+Be+Bright,Cloud Cult,364,NA,https://api.spotify.com/v1/audio-features/0fag2kW1MMhNOPauLrBkMG,0fag2kW1MMhNOPauLrBkMG,120.14
Lana+Del+Rey,West+Coast,Lana Del Rey,364,NA,https://api.spotify.com/v1/audio-features/5Y6nVaayzitvsD5F7nr3DV,5Y6nVaayzitvsD5F7nr3DV,123.167
The+Arcs,Stay+In+My+Corner,The Arcs,364,NA,https://api.spotify.com/v1/audio-features/3zobfMEipF81bJfPVp1h09,3zobfMEipF81bJfPVp1h09,143.451
Sylvan+Esso,Coffee,Sylvan Esso,363,NA,https://api.spotify.com/v1/audio-features/1BRwuvjhkgezmv1gcI6lT6,1BRwuvjhkgezmv1gcI6lT6,101.974
The+XX,On+Hold,The XX,363,NA,https://api.spotify.com/v1/audio-features/5w3CRkbTWXfbYepIdFpGUN,5w3CRkbTWXfbYepIdFpGUN,125.053
Big+Data,Dangerous,Big Data,361,NA,https://api.spotify.com/v1/audio-features/2PeKCn8NSGQXAHONaCh3wB,2PeKCn8NSGQXAHONaCh3wB,102.96
Family+Of+The+Year,Hero,Family Of The Year,359,NA,https://api.spotify.com/v1/audio-features/1B10XgaxSXRLAFq967oMpF,1B10XgaxSXRLAFq967oMpF,174.705
Mason+Jennings,The+Field,Mason Jennings,359,NA,https://api.spotify.com/v1/audio-features/1jKCnK12Xbux90qwgtPkJA,1jKCnK12Xbux90qwgtPkJA,120.778
Lissie,When+I+m+Alone,Lissie,356,NA,https://api.spotify.com/v1/audio-features/5Ja2u1FPlVxrxeMWEa2dcn,5Ja2u1FPlVxrxeMWEa2dcn,140.107
Caroline+Smith,Magazine,Caroline Smith,353,NA,https://api.spotify.com/v1/audio-features/3gbBbghO2EPcfBpeymDFeT,3gbBbghO2EPcfBpeymDFeT,101
Elle+King,Ex+s+And+Oh+s,Elle King,352,NA,https://api.spotify.com/v1/audio-features/70eDxAyAraNTiD6lx2ZEnH,70eDxAyAraNTiD6lx2ZEnH,139.988
The+War+On+Drugs,Red+Eyes,The War On Drugs,352,NA,https://api.spotify.com/v1/audio-features/0rUIff1QHd5zlOBtlHVqd9,0rUIff1QHd5zlOBtlHVqd9,161.845
EL+VY,Return+To+The+Moon,EL VY,351,NA,https://api.spotify.com/v1/audio-features/1tFlVn4Eui4VsPTa5jlzIx,1tFlVn4Eui4VsPTa5jlzIx,124.973
Michael+Kiwanuka,Tell+Me+A+Tale,Michael Kiwanuka,351,NA,https://api.spotify.com/v1/audio-features/3ZRvYw3UuvHemty0UHKRSI,3ZRvYw3UuvHemty0UHKRSI,65.195
Valerie+June,You+Can+t+Be+Told,Valerie June,347,NA,https://api.spotify.com/v1/audio-features/4afYc6b90xaA04w6Cm8Xa2,4afYc6b90xaA04w6Cm8Xa2,127.534
Death+Cab+For+Cutie,You+Are+A+Tourist,Death Cab For Cutie,345,NA,https://api.spotify.com/v1/audio-features/2bD1AW4yqiCurGCva6r88a,2bD1AW4yqiCurGCva6r88a,95.16
St++Vincent,Birth+In+Reverse,St. Vincent,345,NA,https://api.spotify.com/v1/audio-features/3v47tb6hvbeb3dVOgYZUfP,3v47tb6hvbeb3dVOgYZUfP,161.991
The+Shins,40+Mark+Strasse,The Shins,338,NA,https://api.spotify.com/v1/audio-features/47TQjzeG4KI0XWWb0wkbri,47TQjzeG4KI0XWWb0wkbri,169.902
The+Arcs,Put+A+Flower+In+Your+Pocket,The Arcs,336,NA,https://api.spotify.com/v1/audio-features/7BaDRi8gmRnOducT6KaOfc,7BaDRi8gmRnOducT6KaOfc,126.402
Courtney+Barnett,Three+Packs+A+Day,Courtney Barnett,334,NA,https://api.spotify.com/v1/audio-features/3LueS3mbuB1yaJNN0Ale6U,3LueS3mbuB1yaJNN0Ale6U,115.277
Nick+Cave+And+The+Bad+Seeds,We+No+Who+U+R,Nick Cave And The Bad Seeds,331,NA,https://api.spotify.com/v1/audio-features/2EVILZHRlbS1HBum5CMif8,2EVILZHRlbS1HBum5CMif8,75.096
St++Vincent,New+York,St. Vincent,331,NA,https://api.spotify.com/v1/audio-features/5IXTT9RvcVupmzLTFqIInj,5IXTT9RvcVupmzLTFqIInj,137.866
My+Morning+Jacket,Big+Decisions,My Morning Jacket,330,NA,https://api.spotify.com/v1/audio-features/6xAa0kGkTLU22ZyoHOCHgi,6xAa0kGkTLU22ZyoHOCHgi,116.342
The+Tallest+Man+On+Earth,1904,The Tallest Man On Earth,329,NA,https://api.spotify.com/v1/audio-features/5u9NUat59IiQFVEzZ4r3Np,5u9NUat59IiQFVEzZ4r3Np,107
The+Head+And+The+Heart,All+We+Ever+Knew,The Head And The Heart,328,NA,https://api.spotify.com/v1/audio-features/72zmwnbXjx9fMUjw3mbDSs,72zmwnbXjx9fMUjw3mbDSs,102.03
Low,Plastic+Cup,Low,327,NA,https://api.spotify.com/v1/audio-features/6HiBjDRQapX1hsMRT7smAJ,6HiBjDRQapX1hsMRT7smAJ,172.19
Jason+Isbell+And+The+400+Unit,If+We+Were+Vampires,Jason Isbell And The 400 Unit,326,NA,https://api.spotify.com/v1/audio-features/250RLekaiL1q9qZer975Eg,250RLekaiL1q9qZer975Eg,96.609
M++Ward,Primitive+Girl,M. Ward,326,NA,https://api.spotify.com/v1/audio-features/4kPz1VqHpOQqSRD8J2MaLf,4kPz1VqHpOQqSRD8J2MaLf,123.24
Best+Coast,The+Only+Place,Best Coast,319,NA,https://api.spotify.com/v1/audio-features/0NCcbiW3kiasTzgg3CiBrf,0NCcbiW3kiasTzgg3CiBrf,105.469
Jade+Bird,Lottery,Jade Bird,313,NA,https://api.spotify.com/v1/audio-features/2P7SSaE99q5MNjVm0Lz7bS,2P7SSaE99q5MNjVm0Lz7bS,105.063
Declan+McKenna,Brazil,Declan McKenna,312,NA,https://api.spotify.com/v1/audio-features/4sNG6zQBmtq7M8aeeKJRMQ,4sNG6zQBmtq7M8aeeKJRMQ,121.079
Kathleen+Edwards,Change+The+Sheets,Kathleen Edwards,311,NA,https://api.spotify.com/v1/audio-features/1Ty25HMeqQY4jC2V7finre,1Ty25HMeqQY4jC2V7finre,129.875
Saint+Motel,My+Type,Saint Motel,308,NA,https://api.spotify.com/v1/audio-features/2Iq6HhIquO7JKr0KfTNLzU,2Iq6HhIquO7JKr0KfTNLzU,118.001
Hot+Chip,Take+It+In,Hot Chip,305,NA,https://api.spotify.com/v1/audio-features/5gys5nzVQIYhgHIfiOJYva,5gys5nzVQIYhgHIfiOJYva,77.81
Camera+Obscura,Do+It+Again,Camera Obscura,300,NA,https://api.spotify.com/v1/audio-features/5gAwpwuchaCGnJLlBMGBzp,5gAwpwuchaCGnJLlBMGBzp,160.054
Beck,Blue+Moon,Beck,299,NA,https://api.spotify.com/v1/audio-features/4gNErDjikE9QUQvkkqoB1S,4gNErDjikE9QUQvkkqoB1S,119.936
Big+Grams,Lights+On,Big Grams,299,NA,https://api.spotify.com/v1/audio-features/61BKqXDq8TOrUv1SFAJ7Ca,61BKqXDq8TOrUv1SFAJ7Ca,80.528
Low,What+Part+Of+Me,Low,297,NA,https://api.spotify.com/v1/audio-features/074RB4dBpZ4ySuQRyG8SMk,074RB4dBpZ4ySuQRyG8SMk,129.979
Cloud+Cult,No+Hell,Cloud Cult,296,NA,https://api.spotify.com/v1/audio-features/2w5QBV9JROA8Zlf7qUwRt8,2w5QBV9JROA8Zlf7qUwRt8,129.932
Dan+Croll,From+Nowhere,Dan Croll,296,NA,https://api.spotify.com/v1/audio-features/5c9YHjSjEZxaCxsF1Gy5Jt,5c9YHjSjEZxaCxsF1Gy5Jt,87.91
Glass+Animals,Life+Itself,Glass Animals,296,NA,https://api.spotify.com/v1/audio-features/32zkKx35Et6A515oZKxDkD,32zkKx35Et6A515oZKxDkD,111.988
Thao+And+The+Get+Down+Stay+Down,Holy+Roller,Thao And The Get Down Stay Down,295,NA,https://api.spotify.com/v1/audio-features/3q7kMFce0TnDafVUzq8IpE,3q7kMFce0TnDafVUzq8IpE,161.172
First+Aid+Kit,It+s+A+Shame,First Aid Kit,294,NA,https://api.spotify.com/v1/audio-features/3tetL39HqDX1sPDjfpGUkn,3tetL39HqDX1sPDjfpGUkn,105.935
First+Aid+Kit,Stay+Gold,First Aid Kit,293,NA,https://api.spotify.com/v1/audio-features/1mqRT3LFIm4EEgfehauyOS,1mqRT3LFIm4EEgfehauyOS,95.979
Max+Frost,White+Lies,Max Frost,292,NA,https://api.spotify.com/v1/audio-features/6dg4jncA9hbthBGFVo2djw,6dg4jncA9hbthBGFVo2djw,162.898
M++Ward,Confession,M. Ward,290,NA,https://api.spotify.com/v1/audio-features/1syOZmUZgtA1Vr32kvWNVo,1syOZmUZgtA1Vr32kvWNVo,120.138
Bat+For+Lashes,Daniel,Bat For Lashes,288,NA,https://api.spotify.com/v1/audio-features/5VvsZvy1mwx4teyvI7O9rs,5VvsZvy1mwx4teyvI7O9rs,135.053
The+Orwells,They+Put+A+Body+In+The+Bayou,The Orwells,286,NA,https://api.spotify.com/v1/audio-features/3vYadaQuFDsiUiW0u4Dt8A,3vYadaQuFDsiUiW0u4Dt8A,176.975
Bad+Bad+Hats,Shame,Bad Bad Hats,285,NA,https://api.spotify.com/v1/audio-features/4rIRYYplwlYNXwX8qqaWdY,4rIRYYplwlYNXwX8qqaWdY,138.525
Jonsi,Go+Do,Jonsi,285,NA,https://api.spotify.com/v1/audio-features/0VzBKgimNRMauaqzT2rEnS,0VzBKgimNRMauaqzT2rEnS,90.016
The+Hold+Steady,Spinners,The Hold Steady,283,NA,https://api.spotify.com/v1/audio-features/5ifUJBc9qAdv90oByXAXm2,5ifUJBc9qAdv90oByXAXm2,156.999
Best+Coast,This+Lonely+Morning,Best Coast,282,NA,https://api.spotify.com/v1/audio-features/5SpfKx5cH4SGQqXSIKwY3M,5SpfKx5cH4SGQqXSIKwY3M,135.01
The+Rural+Alberta+Advantage,Stamp,The Rural Alberta Advantage,282,NA,https://api.spotify.com/v1/audio-features/1oBDHr0Un3KnSNzMvQAK2w,1oBDHr0Un3KnSNzMvQAK2w,159.904
Courtney+Barnett,History+Eraser,Courtney Barnett,281,NA,https://api.spotify.com/v1/audio-features/1KM7h4kz6oTrjSZX9AUXbL,1KM7h4kz6oTrjSZX9AUXbL,120.856
Spoon,Can+I+Sit+Next+To+You,Spoon,280,NA,https://api.spotify.com/v1/audio-features/2wl3O5h3OIFGnFuXoGyrS1,2wl3O5h3OIFGnFuXoGyrS1,102.995
Yeah+Yeah+Yeahs,Heads+Will+Roll,Yeah Yeah Yeahs,280,NA,https://api.spotify.com/v1/audio-features/4WiIscpBgQFm5qIyjoH7M4,4WiIscpBgQFm5qIyjoH7M4,132.009
OK+Go,The+Writing+s+On+The+Wall,OK Go,279,NA,https://api.spotify.com/v1/audio-features/2KWB1SkJ8v0ljkzwHzLvco,2KWB1SkJ8v0ljkzwHzLvco,103.026
Courtney+Barnett,Pickles+From+The+Jar,Courtney Barnett,277,NA,https://api.spotify.com/v1/audio-features/3LueS3mbuB1yaJNN0Ale6U,3LueS3mbuB1yaJNN0Ale6U,115.277
Saint+Motel,Move,Saint Motel,276,NA,https://api.spotify.com/v1/audio-features/4vuJuTLFomqItDrn482nzV,4vuJuTLFomqItDrn482nzV,101.031
Beth+Ditto,Fire,Beth Ditto,272,NA,https://api.spotify.com/v1/audio-features/2OGsL8bopQHwAAVx81ULC8,2OGsL8bopQHwAAVx81ULC8,88.95
Olympia,Smoke+Signals,Olympia,271,NA,https://api.spotify.com/v1/audio-features/07c66SO9kYqa5GSmvLsQZy,07c66SO9kYqa5GSmvLsQZy,104.708
The+New+Pornographers,High+Ticket+Attractions,The New Pornographers,268,NA,https://api.spotify.com/v1/audio-features/7qsBXdwpIw2helu5VJ4KIX,7qsBXdwpIw2helu5VJ4KIX,132.032
The+Tallest+Man+On+Earth,Sagres,The Tallest Man On Earth,268,NA,https://api.spotify.com/v1/audio-features/5u9NUat59IiQFVEzZ4r3Np,5u9NUat59IiQFVEzZ4r3Np,107
Cat+Power,3+6+9,Cat Power,267,NA,https://api.spotify.com/v1/audio-features/33kKcOJoyNduHwXhEnga8X,33kKcOJoyNduHwXhEnga8X,78.54
Best+Coast,Why+I+Cry,Best Coast,265,NA,https://api.spotify.com/v1/audio-features/7nnml04zOpoWdZOiHcPIkC,7nnml04zOpoWdZOiHcPIkC,156.094
Dessa,Good+Grief,Dessa,265,NA,https://api.spotify.com/v1/audio-features/1oxOiOjsi7plNOZEhoPLPj,1oxOiOjsi7plNOZEhoPLPj,120.041
FKA+Twigs,Two+Weeks,FKA Twigs,263,NA,https://api.spotify.com/v1/audio-features/7E66uxFz2NtHWAyiGXotha,7E66uxFz2NtHWAyiGXotha,109.748
The+War+On+Drugs,Pain,The War On Drugs,262,NA,https://api.spotify.com/v1/audio-features/59P1nrdEImkAKa1nyW9X2e,59P1nrdEImkAKa1nyW9X2e,115.975
Soul+Asylum,Gravity,Soul Asylum,257,NA,https://api.spotify.com/v1/audio-features/3TW48DvQ7ChwY1Yy1tkMaP,3TW48DvQ7ChwY1Yy1tkMaP,117.341
Ty+Segall,Every+1+s+A+Winner,Ty Segall,257,NA,https://api.spotify.com/v1/audio-features/1bShWI36VQ686EHVo3uxS3,1bShWI36VQ686EHVo3uxS3,98.651
Lucy+Dacus,I+Don+t+Wanna+Be+Funny+Anymore,Lucy Dacus,256,NA,https://api.spotify.com/v1/audio-features/7fmqJC1yi3tyys0l72F9Ya,7fmqJC1yi3tyys0l72F9Ya,134.887
The+Record+Company,Off+The+Ground,The Record Company,255,NA,https://api.spotify.com/v1/audio-features/3xRzUblYGZhVs52fMjii7R,3xRzUblYGZhVs52fMjii7R,92.15
Bon+Iver,8++circle+,Bon Iver,252,NA,https://api.spotify.com/v1/audio-features/16WkFbQRW2BhvMUwuIaIsx,16WkFbQRW2BhvMUwuIaIsx,125.127
Atlas+Genius,If+So,Atlas Genius,251,NA,https://api.spotify.com/v1/audio-features/5yUXyXZSG80niT5hkh7ucf,5yUXyXZSG80niT5hkh7ucf,125.022
Camera+Obscura,Honey+In+The+Sun,Camera Obscura,251,NA,https://api.spotify.com/v1/audio-features/06EzKxIt7WUokYpkitiIK2,06EzKxIt7WUokYpkitiIK2,123.962
The+Staves,Black+And+White,The Staves,251,NA,https://api.spotify.com/v1/audio-features/1fCeXjoRExPP2qwSBh2aST,1fCeXjoRExPP2qwSBh2aST,147.946
Yeah+Yeah+Yeahs,Zero,Yeah Yeah Yeahs,251,NA,https://api.spotify.com/v1/audio-features/0hDQV9X1Da5JrwhK8gu86p,0hDQV9X1Da5JrwhK8gu86p,119.783
Margaret+Glaspy,No+Matter+Who,Margaret Glaspy,249,NA,https://api.spotify.com/v1/audio-features/1fNCVkxO80oJeb9qNz7Gkm,1fNCVkxO80oJeb9qNz7Gkm,87.987
Bob+Mould,I+Don+t+Know+You+Anymore,Bob Mould,248,NA,https://api.spotify.com/v1/audio-features/5f7RSJcTSdgIDtf38Kc2DH,5f7RSJcTSdgIDtf38Kc2DH,141.974
Cloud+Cult,Through+The+Ages,Cloud Cult,248,NA,https://api.spotify.com/v1/audio-features/5AOYxUNSjVVn4wdeA6MMSM,5AOYxUNSjVVn4wdeA6MMSM,100.007
Nada+Surf,When+I+Was+Young,Nada Surf,245,NA,https://api.spotify.com/v1/audio-features/6Fimnom61Xhg63gQ0qdNqm,6Fimnom61Xhg63gQ0qdNqm,148.586
The+Drums,Money,The Drums,245,NA,https://api.spotify.com/v1/audio-features/3VIJBrMpvimHEw5wtPh2wB,3VIJBrMpvimHEw5wtPh2wB,102.473
The+War+On+Drugs,Eyes+To+The+Wind,The War On Drugs,244,NA,https://api.spotify.com/v1/audio-features/2lVbMHEx1O8h7rvaNtI0pR,2lVbMHEx1O8h7rvaNtI0pR,117.484
Actual+Wolf,Victims+And+Things,Actual Wolf,243,NA,https://api.spotify.com/v1/audio-features/70fe354BpVKEvMY0de78YO,70fe354BpVKEvMY0de78YO,117.999
Marian+Hill,Down,Marian Hill,240,NA,https://api.spotify.com/v1/audio-features/0ZQfn5nh2TnVE6Q0AT8eXr,0ZQfn5nh2TnVE6Q0AT8eXr,113.402
Metric,Collect+Call,Metric,239,NA,https://api.spotify.com/v1/audio-features/6q9NCdijVIwIzPwTfKn3zC,6q9NCdijVIwIzPwTfKn3zC,118.072
Neko+Case,People+Got+A+Lotta+Nerve,Neko Case,239,NA,https://api.spotify.com/v1/audio-features/1Uc3rz3PTam7NhygEj2pFz,1Uc3rz3PTam7NhygEj2pFz,137.386
